"class","dialogue"
"일상 대화","주말 오후에 공원에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
콜드브루 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 보고서 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
슬랙 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","요즘 드로잉 다시 시작했어.
꾸준히 하고 있어?
일주일에 두 번 정도.
처음엔 힘든데 흐름 타면 괜찮지.
맞아, 잠도 좀 잘 오더라.
시간 날 때 한번 같이 하자.
좋아, 이번 주말 어때?
괜찮아. 장소만 정하자.
그럼 {p} 근처에서 보자.
콜."
"감정 대화","요즘 좀 멍하네.
무슨 일 있어?
크게는 아닌데 마음이 자주 가라앉아.
그럴 땐 따뜻한 차가 도움이 되더라.
어제 그렇게 해봤더니 조금 나아졌어.
잘했어, 스스로를 너무 몰아붙이지는 마.
응, 오늘도 천천히 해볼게.
좋아, 밤엔 일찍 자.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","해질녘에 영화관에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
라떼 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 테스트 결과 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
지라 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"감정 대화","요즘 좀 불안해.
무슨 일 있어?
크게는 아닌데 마음이 자주 가라앉아.
그럴 땐 짧은 낮잠가 도움이 되더라.
어제 그렇게 해봤더니 조금 나아졌어.
잘했어, 스스로를 너무 몰아붙이지는 마.
응, 오늘도 천천히 해볼게.
좋아, 밤엔 일찍 자.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","저녁에 집 앞 편의점에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
핫초코 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 디자인 시안 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
컨플루언스 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"감정 대화","요즘 좀 멍하네.
무슨 일 있어?
크게는 아닌데 마음이 자주 가라앉아.
그럴 땐 천천히 걷기가 도움이 되더라.
어제 그렇게 해봤더니 조금 나아졌어.
잘했어, 스스로를 너무 몰아붙이지는 마.
응, 오늘도 천천히 해볼게.
좋아, 밤엔 일찍 자.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","일요일 저녁에 동네 카페에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
라떼 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 보고서 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
문서함 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","아침에 지하철역 앞에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
핫초코 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 테스트 결과 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
슬랙 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","주말 오후에 강변 산책로에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
아메리카노 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 로드맵 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
피그마 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","해질녘에 베이커리에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
차 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 제안서 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
깃랩 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","저녁에 공원에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
아메리카노 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","일요일 저녁에 영화관에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
차 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","아침에 집 앞 편의점에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
콜드브루 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","주말 오후에 동네 카페에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
라떼 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 회의록 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
문서함 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","해질녘에 지하철역 앞에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
핫초코 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 점검표 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
슬랙 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","저녁에 강변 산책로에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
라떼 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 요구사항 정리 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
지라 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","일요일 저녁에 베이커리에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
핫초코 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","아침에 공원에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
아메리카노 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","주말 오후에 영화관에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
차 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","해질녘에 집 앞 편의점에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
아메리카노 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 디자인 시안 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
피그마 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","저녁에 동네 카페에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
차 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 보고서 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
깃랩 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","일요일 저녁에 지하철역 앞에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
콜드브루 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","아침에 강변 산책로에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
라떼 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 로드맵 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
지라 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","주말 오후에 베이커리에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
핫초코 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","해질녘에 공원에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
라떼 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","저녁에 영화관에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
핫초코 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"일상 대화","일요일 저녁에 집 앞 편의점에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
아메리카노 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 제안서 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
피그마 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
"일상 대화","아침에 동네 카페에 잠깐 들렀어.
사람은 많았어?
생각보다 조용했어.
차 한 잔 마시니까 좀 살겠더라.
그 시간대가 한산하지.
창가 자리 운 좋게 났어.
책 조금 읽다가 나왔어.
그런 여유가 좋지.
다음엔 같이 가자.
좋아, 시간 맞춰보자."
"직장 대화","오후 회의 전에 회의록 최종본 올려둘게.
형식은 지난주 템플릿 맞지?
응, 제목이랑 요약만 다듬었어.
깃랩 링크로 공유할게.
좋아, 흐름만 한번 더 보고 갈게.
수정 필요하면 알려줘.
회의 끝나고 배포까지 맡을게.
고마워, 일정 맞추기 좋겠다.
고마워, 조금 나아졌어.
내일 느낌 알려줘."
